26;Fe;0.00
142;Si;72.83
12;Ca;8.56
107;Na;10.73
82;Fe;0.00
26;K;0.65
91;Type;2
178;Type;6
141;Ca;8.11
26;Na;12.98
148;Na;13.33
61;K;0.14
133;Si;72.49
84;Na;13.09
161;Al;1.54
120;Mg;3.57
204;Al;1.99
5;Ba;0.00
208;Na;14.39
113;K;0.06
140;Type;2
145;Ba;0.00
191;Al;1.79
42;Na;12.71
20;Ba;0.00
30;Al;1.28
161;Na;13.33
4;Na;13.21
186;K;1.76
161;Ba;0.00
149;Al;1.38
61;Si;72.64
107;Type;2
139;Al;1.54
27;Mg;3.48
70;Fe;0.03
117;K;0.55
86;Type;2
197;Si;73.23
111;Ca;14.68
193;Ba;0.40
30;Fe;0.00
6;Type;1
210;Mg;0.00
106;K;0.81
118;Na;13.72
36;Type;1
89;Ca;8.12
121;Type;2
145;Fe;0.24
175;Si;72.18
203;Ca;8.39
59;K;0.59
152;K;0.00
174;Type;5
131;K;0.33
64;Ca;9.69
119;Ba;0.00
36;Mg;3.45
139;Mg;3.52
103;Al;0.83
39;K;0.11
176;Ca;11.27
128;Al;1.43
139;Si;73.36
159;K;0.58
77;Al;1.54
149;Ca;8.44
40;Type;1
99;Na;12.67
162;Si;72.65
183;Ca;10.88
9;Fe;0.00
160;Ba;0.00
134;Na;13.71
171;Ca;12.24
214;Na;14.23
155;Al;1.31
82;K;0.61
43;Fe;0.00
51;Na;13.72
29;Si;73.15
124;Al;1.71
12;K;0.60
13;Na;12.88
9;Si;72.08
