145;Mg;3.18
41;Ca;8.77
27;Al;1.41
120;Ba;0.00
85;K;1.10
47;Si;72.72
20;Mg;3.54
132;Ca;13.44
113;Na;12.64
172;Fe;0.00
110;Type;2
62;Si;71.72
22;Ca;9.00
167;Type;5
77;Ca;8.03
34;Fe;0.06
193;Si;73.46
132;Na;13.70
43;K;0.59
206;Fe;0.00
113;Type;2
148;Fe;0.00
134;Si;71.81
129;K;0.53
41;Ba;0.00
65;Mg;3.74
187;Ca;5.79
169;Type;5
15;Type;1
144;Al;1.79
120;Al;1.47
162;Type;3
76;Si;73.12
182;Mg;0.78
56;Si;73.70
46;Ca;9.00
135;Mg;3.85
199;Al;2.66
67;Fe;0.17
101;Ca;8.79
142;Ca;8.41
122;Ba;0.00
198;Mg;0.00
73;Type;2
106;Ca;13.24
9;Na;14.04
93;Type;2
204;Mg;0.00
161;Type;3
195;Si;73.29
116;Al;1.33
97;Fe;0.15
70;Ca;10.17
196;K;0.08
95;Ca;8.24
109;Al;1.00
191;Si;73.10
124;Type;2
16;Mg;3.54
6;Si;72.97
162;K;0.16
109;Type;2
57;Ca;8.35
198;Ba;0.66
43;Mg;3.39
205;Fe;0.00
138;Al;1.57
44;Fe;0.00
35;K;0.57
127;Na;12.94
192;Ba;0.64
187;Ba;1.63
183;Si;72.74
58;K;0.60
119;K;0.65
23;Al;1.29
169;Si;73.88
146;Si;72.57
1;Na;13.64
151;Ba;0.00
82;K;0.61
206;Type;7
31;Na;12.65
64;Ca;9.69
183;Ba;0.00
76;Al;1.51
175;Si;72.18
141;Fe;0.00
33;Type;1
115;Ca;8.43
206;K;0.00
11;Fe;0.24
123;Type;2
116;Mg;3.89
92;Na;12.90
119;Type;2
48;Ba;0.00
210;Type;7
84;Ba;0.00
107;Mg;0.00
73;Ca;7.83
68;Fe;0.17
146;Fe;0.35
150;Na;12.16
144;Si;72.72
182;Ba;0.00
173;Fe;0.00
