130;Ca;10.56
62;Ca;8.67
166;Na;11.56
53;Ba;0.00
49;Si;71.99
113;Fe;0.00
106;Fe;0.34
69;Ba;0.00
23;Si;72.79
202;Ca;8.93
189;Ba;0.00
29;Ca;8.54
53;Si;72.84
212;Al;2.02
48;Ca;9.82
141;Type;2
92;K;0.44
109;Al;1.00
127;Al;1.26
135;Mg;3.85
105;K;0.08
35;Ca;8.75
67;Ca;9.85
13;Fe;0.24
146;K;0.62
94;Type;2
76;Type;2
103;Al;0.83
142;Al;1.07
173;Mg;0.00
198;Fe;0.00
180;Fe;0.00
87;Ca;8.03
66;Mg;3.59
110;Ca;10.99
32;Si;73.27
159;Fe;0.00
118;Mg;3.68
143;Fe;0.25
194;Si;73.02
117;Na;13.24
105;Type;2
40;Ba;0.00
78;Fe;0.00
52;Ca;9.14
66;Si;71.96
203;Si;73.72
86;Type;2
189;Ca;9.76
21;Ba;0.00
37;Ca;8.78
88;Mg;3.49
68;K;0.19
176;Mg;0.33
43;Ca;8.59
139;Fe;0.00
138;K;0.61
9;K;0.56
136;Na;13.19
181;Na;14.40
150;Al;1.35
151;Ca;8.38
4;K;0.57
65;Type;1
