73;Ba;0.00
44;Si;71.76
120;Na;13.56
160;Ca;8.81
104;Fe;0.00
59;Type;1
47;Al;1.18
53;Mg;2.87
210;Mg;0.00
150;Mg;3.52
143;Ca;8.23
22;Ba;0.00
177;Ca;9.57
214;Ba;1.67
98;Ca;8.90
193;Type;7
143;Ba;0.06
159;Si;72.04
183;Fe;0.00
39;Al;0.47
184;Na;14.56
140;Na;12.87
162;Fe;0.24
29;Na;12.56
11;Fe;0.24
99;Type;2
19;Ba;0.00
88;Ba;0.00
75;Mg;3.56
57;Al;1.12
103;Na;12.62
81;Ba;0.00
77;Ca;8.03
39;Si;71.77
151;Ba;0.00
132;Si;71.24
194;Na;14.75
43;Type;1
1;Type;1
194;Ca;8.53
123;Ca;8.10
111;Na;11.23
62;K;0.12
199;K;0.04
122;Al;1.62
21;Al;1.49
117;Ba;0.00
5;Mg;3.62
123;Mg;3.54
168;Ca;11.53
6;Ba;0.00
94;Na;13.24
89;Mg;3.50
51;Ba;0.00
81;Na;12.86
64;Ca;9.69
75;K;0.72
90;Al;1.87
70;Si;71.99
173;Ca;6.93
154;Na;13.42
53;Ba;0.00
151;Na;13.14
105;K;0.08
209;Type;7
62;Mg;3.58
173;Ba;0.00
49;Al;0.79
155;Al;1.31
191;Na;13.88
32;Fe;0.00
91;Ca;8.96
18;Al;0.89
213;Al;1.94
26;Type;1
34;K;0.60
53;Si;72.84
23;Fe;0.00
204;Si;73.11
3;Si;72.99
157;Mg;3.39
182;K;0.00
98;Type;2
200;Fe;0.00
190;Si;70.43
33;Si;72.97
