53;K;0.55
158;Si;71.79
165;Si;72.69
23;Fe;0.00
139;Na;12.79
128;Si;71.99
9;Mg;3.58
26;Na;12.98
150;Fe;0.00
38;Type;1
189;Ba;0.00
199;Type;7
19;Mg;3.73
128;Type;2
73;Fe;0.00
77;Mg;3.61
173;Ca;6.93
120;Na;13.56
122;Si;72.96
148;Type;3
214;Si;73.36
148;Ca;8.33
75;Na;13.02
24;Na;12.81
50;Si;72.08
147;Fe;0.00
51;Ca;10.06
97;Type;2
90;Si;73.23
90;Ba;0.00
72;Na;13.64
158;Type;3
154;Type;3
75;K;0.72
129;Mg;2.09
41;Type;1
66;Fe;0.00
167;Ba;0.00
157;Na;13.41
208;Type;7
204;Na;14.80
57;Si;72.98
59;Ca;8.03
