70;Ba;0.00
194;K;0.00
102;Si;72.87
120;Ca;7.96
24;Ba;0.00
90;Ba;0.00
202;Ca;8.93
212;Ba;1.64
113;Type;2
156;Ba;0.00
27;Ca;8.43
116;K;0.51
69;Ca;9.82
81;Si;72.66
208;Al;1.82
21;Na;12.82
171;Ba;0.00
62;Al;1.32
39;Na;14.21
45;Si;72.95
24;Mg;3.57
26;Na;12.98
72;K;0.54
107;Type;2
137;Fe;0.12
90;Fe;0.09
202;Na;11.95
34;Mg;3.47
112;K;0.00
114;Mg;3.83
151;K;0.60
23;Type;1
38;K;0.64
11;K;0.67
23;K;0.59
189;Al;2.06
120;Type;2
186;Al;1.81
83;Type;2
173;Ca;6.93
126;Type;2
200;Fe;0.00
199;Type;7
204;K;0.00
5;Fe;0.00
20;Type;1
168;Mg;0.00
6;Mg;3.61
52;Na;13.20
134;Fe;0.15
39;Mg;3.82
195;K;0.00
60;Na;13.39
201;Type;7
48;Mg;3.70
160;Si;71.94
90;Type;2
169;Mg;0.00
99;K;0.73
146;Type;2
171;Mg;0.00
124;Mg;3.48
100;Si;72.92
201;Mg;0.00
209;Na;14.37
207;Mg;0.00
43;Al;1.33
199;Ba;0.64
68;Ba;0.00
152;Type;3
153;K;0.06
150;Fe;0.00
93;Ba;0.00
84;Type;2
62;Mg;3.58
99;Si;73.21
40;Al;0.47
187;Si;71.25
46;Ba;0.00
82;Type;2
177;Fe;0.00
30;Al;1.28
151;Ba;0.00
138;K;0.61
171;Na;13.44
2;Fe;0.00
