194;Mg;0.00
130;Ba;0.00
17;Fe;0.00
152;Fe;0.00
10;K;0.57
68;Type;1
24;Ca;8.59
185;Si;75.41
59;Al;1.17
6;Ca;8.07
64;K;0.00
53;Type;1
78;Al;1.54
164;Mg;2.68
129;Na;13.55
71;Na;14.86
57;Ba;0.00
100;Ca;8.79
73;K;0.67
90;Si;73.23
57;Na;12.99
138;Type;2
148;Fe;0.00
91;Na;12.93
116;Type;2
136;Mg;3.90
149;Si;72.70
36;Al;1.21
45;Ca;8.76
11;Fe;0.24
125;Fe;0.00
90;K;0.63
200;Ca;8.83
168;Ba;0.00
9;Si;72.08
196;Na;14.14
173;Fe;0.00
46;Ba;0.00
71;Ba;0.00
149;Ba;0.00
153;Ca;8.93
63;Al;0.88
4;K;0.57
58;Ca;8.43
106;Al;1.88
160;Mg;3.36
126;Ba;0.00
129;Al;1.67
92;K;0.44
31;Al;1.30
91;Fe;0.22
132;Si;71.24
125;Mg;3.68
111;Mg;0.00
195;Ca;8.52
117;Na;13.24
96;Fe;0.00
44;K;0.17
6;Al;1.62
28;Type;1
145;Al;1.23
187;Si;71.25
205;Ca;8.71
95;Fe;0.00
