160;K;0.57
172;Mg;0.00
207;Fe;0.00
107;Fe;0.28
66;Ba;0.00
114;Ba;0.00
129;Al;1.67
23;Fe;0.00
177;Na;14.00
131;Na;13.75
95;Ba;0.00
178;Type;6
185;K;0.00
108;Type;2
81;K;0.69
182;Type;6
124;Ca;7.99
109;Type;2
88;Fe;0.10
48;Na;13.99
182;Mg;0.78
147;Type;3
189;Ba;0.00
35;Ba;0.00
66;Fe;0.00
71;Ba;0.00
112;Ca;14.96
194;Fe;0.08
16;Ca;8.39
149;Ba;0.00
17;Ca;8.70
2;Ba;0.00
109;Si;72.67
155;K;0.61
110;K;0.00
40;Al;0.47
22;Fe;0.00
159;Mg;3.41
192;Ca;8.76
128;Mg;2.28
126;Mg;3.66
33;Fe;0.22
166;Na;11.56
170;K;0.47
150;Na;12.16
104;Ca;11.64
55;Type;1
128;Fe;0.17
191;Mg;1.78
128;Na;13.78
167;Fe;0.00
89;Type;2
5;Si;73.08
83;Al;1.25
171;Ca;12.24
67;Si;72.22
104;Type;2
155;Si;72.61
183;Fe;0.00
53;Fe;0.00
50;Na;13.58
65;Mg;3.74
135;Al;1.25
106;K;0.81
