127;Na;12.94
118;Ba;0.00
29;Na;12.56
39;Ba;0.00
182;Ba;0.00
167;Type;5
125;Ba;0.00
106;Al;1.88
169;Ca;10.17
166;Na;11.56
19;Mg;3.73
159;Al;1.52
21;Ca;8.52
124;Si;72.52
209;K;0.00
194;Si;73.02
114;K;0.57
87;Al;1.47
60;Na;13.39
204;Al;1.99
163;Ba;0.00
118;Type;2
67;Si;72.22
50;Al;1.23
186;Fe;0.00
5;Al;1.24
9;Na;14.04
133;K;0.58
156;Ba;0.00
213;K;0.00
79;Na;13.92
120;Type;2
33;Fe;0.22
115;Al;1.19
189;Ca;9.76
124;Ca;7.99
68;Ca;9.85
73;Mg;3.59
129;Ca;9.57
212;Al;2.02
18;Al;0.89
52;Na;13.20
6;Si;72.97
77;Ca;8.03
15;Na;12.61
168;Na;12.64
81;K;0.69
15;K;0.58
25;Na;13.38
90;Mg;3.48
75;Al;1.54
67;K;0.19
141;Ca;8.11
146;Ba;0.00
9;Ca;8.30
18;Fe;0.00
169;Al;1.83
106;Fe;0.34
208;K;1.41
195;Mg;0.00
77;K;0.66
183;K;0.00
138;Fe;0.00
128;Mg;2.28
11;K;0.67
53;Mg;2.87
129;Si;72.18
197;Ca;9.41
186;Na;13.69
151;Type;3
97;Na;13.02
186;Ba;1.19
43;Ba;0.00
121;K;0.58
156;Mg;3.40
97;Ba;0.00
22;Fe;0.00
102;Ca;9.23
26;Mg;3.54
205;K;0.00
173;Al;3.02
192;Fe;0.09
169;Na;12.86
64;Na;14.17
47;Fe;0.16
56;Al;1.29
11;Na;12.72
51;Si;71.75
2;Fe;0.00
11;Type;1
38;Type;1
1;Al;1.10
44;Ba;0.00
37;Fe;0.00
113;Al;0.67
57;Mg;3.47
144;Si;72.72
62;Fe;0.00
69;Fe;0.16
73;Al;1.52
200;Na;15.01
153;Na;13.64
159;Ba;0.00
121;Fe;0.00
118;Na;13.72
97;Ca;9.13
37;Ca;8.78
