11;T-OR-D;DECK
93;MATERIAL;STEEL
48;ERECTED;1900
52;TYPE;SIMPLE-T
45;LENGTH;4000
48;LOCATION;33
39;REL-L;S
80;SPAN;MEDIUM
94;LENGTH;1320
92;T-OR-D;THROUGH
85;LANES;4
9;LANES;1
79;SPAN;MEDIUM
11;REL-L;S
89;LOCATION;39.7
34;TYPE;SIMPLE-T
24;MATERIAL;STEEL
62;LENGTH;1620
19;LANES;2
73;PURPOSE;HIGHWAY
86;REL-L;S-F
106;T-OR-D;THROUGH
77;LANES;4
83;LANES;4
20;TYPE;SIMPLE-T
56;LOCATION;4
53;LOCATION;35
2;SPAN;SHORT
37;ERECTED;1891
26;REL-L;S
30;SPAN;MEDIUM
89;PURPOSE;RR
105;LOCATION;44
78;LANES;4
67;MATERIAL;STEEL
17;CLEAR-G;N
41;PURPOSE;HIGHWAY
5;TYPE;WOOD
7;T-OR-D;THROUGH
27;MATERIAL;STEEL
29;CLEAR-G;G
66;LOCATION;41
