63;T-OR-D;THROUGH
45;REL-L;F
3;ERECTED;1829
105;TYPE;ARCH
102;TYPE;CONT-T
14;PURPOSE;RR
58;LOCATION;2
4;CLEAR-G;N
88;PURPOSE;HIGHWAY
56;MATERIAL;STEEL
94;LOCATION;23
35;REL-L;F
18;LANES;2
91;CLEAR-G;G
80;T-OR-D;DECK
99;LENGTH;804
98;TYPE;CONT-T
38;TYPE;SIMPLE-T
20;LOCATION;16
10;TYPE;WOOD
101;SPAN;LONG
41;LOCATION;11
100;TYPE;CONT-T
77;LENGTH;2663
42;LOCATION;9
84;LANES;4
1;T-OR-D;THROUGH
47;MATERIAL;STEEL
68;T-OR-D;DECK
26;REL-L;S
56;T-OR-D;THROUGH
21;T-OR-D;THROUGH
95;SPAN;MEDIUM
30;CLEAR-G;G
95;ERECTED;1951
38;SPAN;MEDIUM
90;LANES;2
56;SPAN;MEDIUM
74;REL-L;S-F
89;LENGTH;840
37;LENGTH;1350
72;REL-L;S
