14;MATERIAL;WOOD
63;T-OR-D;THROUGH
39;REL-L;S
43;SPAN;LONG
103;LENGTH;2213
20;LANES;2
74;LOCATION;26
3;LOCATION;39
101;LENGTH;1000
8;LOCATION;3
29;MATERIAL;STEEL
93;REL-L;F
41;MATERIAL;IRON
43;TYPE;SUSPEN
52;ERECTED;1903
94;LOCATION;23
11;MATERIAL;WOOD
64;REL-L;F
4;MATERIAL;WOOD
98;MATERIAL;STEEL
100;PURPOSE;HIGHWAY
19;CLEAR-G;N
82;REL-L;S
79;MATERIAL;STEEL
10;T-OR-D;THROUGH
69;TYPE;SIMPLE-T
84;LOCATION;42
97;ERECTED;1951
18;MATERIAL;WOOD
74;MATERIAL;STEEL
31;T-OR-D;THROUGH
35;REL-L;F
42;MATERIAL;STEEL
45;CLEAR-G;G
82;LOCATION;17
55;PURPOSE;RR
38;PURPOSE;HIGHWAY
27;REL-L;F
58;SPAN;LONG
17;REL-L;S
69;REL-L;F
10;REL-L;S
89;SPAN;MEDIUM
79;ERECTED;1928
26;PURPOSE;RR
34;PURPOSE;HIGHWAY
25;REL-L;F
43;PURPOSE;HIGHWAY
8;ERECTED;1846
95;T-OR-D;THROUGH
21;T-OR-D;THROUGH
56;T-OR-D;THROUGH
19;SPAN;MEDIUM
102;PURPOSE;HIGHWAY
80;MATERIAL;STEEL
35;CLEAR-G;G
