247;Cylinders;4
119;Displacement;70.00
86;Displacement;120.0
117;Model;73
190;Cylinders;4
393;Weight;1965.
402;Weight;2790.
356;Origin;Japan
269;Acceleration;15.1
284;Cylinders;4
215;Acceleration;15.7
90;Horsepower;97.00
87;Weight;2189.
45;Origin;US
240;Model;77
44;Cylinders;6
395;Model;82
146;Displacement;318.0
237;Acceleration;11.1
151;Horsepower;78.00
217;Cylinders;4
400;Acceleration;13.0
85;Horsepower;76.00
9;Horsepower;225.0
24;Model;70
401;Horsepower;90.00
105;Acceleration;16.5
288;Weight;3245.
194;Weight;2202.
231;Weight;4140.
45;Weight;3288.
219;Displacement;168.0
173;Displacement;262.0
100;Displacement;351.0
300;Weight;3940.
399;Weight;2665.
113;Weight;4654.
