98;Cylinders;8
220;Cylinders;8
390;Displacement;107.0
108;Origin;US
390;Acceleration;14.5
364;Origin;Japan
378;Model;82
385;Weight;2025.
365;Cylinders;4
303;Weight;1915.
336;Displacement;146.0
81;Weight;4098.
293;Cylinders;8
278;Horsepower;95.00
234;Acceleration;16.9
86;Model;72
80;Model;72
224;Model;77
190;Acceleration;15.5
42;Model;71
281;Cylinders;4
371;Horsepower;120.0
78;Horsepower;190.0
89;Origin;Japan
194;Horsepower;83.00
248;Displacement;97.00
387;Weight;2125.
154;Weight;2125.
380;Model;82
295;Model;79
27;Origin;Europe
25;Model;70
102;Weight;4735.
306;Weight;3900.
30;Displacement;121.0
132;Origin;US
380;Displacement;135.0
50;Weight;4955.
321;Cylinders;4
32;Cylinders;8
252;Acceleration;21.5
133;Origin;US
347;Model;81
202;Origin;US
26;Model;70
264;Model;78
100;Origin;US
340;Origin;Europe
269;Weight;3410.
394;Acceleration;16.2
93;Weight;4100.
375;Weight;3465.
96;Displacement;302.0
385;Cylinders;4
268;Horsepower;110.0
21;Cylinders;4
376;Displacement;112.0
385;Displacement;91.00
160;Cylinders;6
236;Weight;3525.
216;Weight;3940.
340;Model;80
67;Horsepower;54.00
161;Cylinders;6
22;Displacement;198.0
330;Acceleration;17.9
93;Horsepower;175.0
401;Model;82
18;Displacement;302.0
206;Acceleration;17.4
289;Weight;2990.
196;Model;76
183;Acceleration;14.0
396;Displacement;262.0
134;Weight;2875.
29;Displacement;104.0
373;Cylinders;8
128;Weight;2868.
333;Horsepower;48.00
390;Model;82
393;Acceleration;15.7
396;Origin;US
287;Origin;Japan
315;Acceleration;12.9
150;Cylinders;4
289;Horsepower;85.00
51;Cylinders;8
240;Displacement;351.0
252;Weight;1985.
318;Origin;Japan
122;Weight;2265.
113;Origin;US
6;Origin;US
330;Origin;Japan
164;Horsepower;170.0
260;Cylinders;6
373;Horsepower;105.0
56;Horsepower;88.00
245;Origin;US
219;Cylinders;6
286;Horsepower;71.00
239;Weight;4325.
40;Horsepower;48.00
255;Origin;Japan
235;Cylinders;6
96;Horsepower;137.0
74;Cylinders;8
9;Cylinders;8
267;Cylinders;6
97;Horsepower;150.0
318;Model;80
92;Weight;2100.
275;Weight;2560.
121;Model;73
150;Horsepower;67.00
247;Horsepower;67.00
146;Model;74
265;Cylinders;6
181;Acceleration;17.0
244;Origin;US
384;Weight;1980.
385;Model;82
31;Acceleration;15.0
372;Model;81
396;Model;82
7;Model;70
382;Weight;2865.
41;Origin;US
395;Cylinders;6
187;Displacement;121.0
59;Acceleration;19.5
156;Weight;2246.
296;Acceleration;15.2
17;Displacement;340.0
251;Weight;2720.
362;Origin;Europe
257;Horsepower;110.0
73;Cylinders;8
250;Weight;2600.
238;Origin;US
137;Acceleration;19.0
135;Displacement;232.0
240;Weight;4335.
383;Weight;3035.
242;Displacement;151.0
369;Cylinders;6
