176;Origin;US
277;Weight;2230.
344;Weight;2905.
356;Origin;Japan
229;Model;77
131;Origin;Japan
324;Cylinders;6
182;Weight;2984.
171;Cylinders;6
339;Acceleration;18.0
385;Cylinders;4
283;Cylinders;6
391;Horsepower;70.00
289;Origin;US
234;Model;77
13;Weight;4034.
197;Origin;US
66;Horsepower;80.00
282;Model;78
150;Weight;1963.
362;Horsepower;0
280;Acceleration;17.6
134;Origin;US
18;Model;70
295;Model;79
115;Weight;2789.
341;Horsepower;132.0
119;Acceleration;13.5
324;Origin;US
208;Acceleration;21.0
198;Horsepower;152.0
190;Origin;Europe
130;Weight;2660.
205;Origin;Europe
31;Model;70
5;Model;70
402;Model;82
138;Displacement;122.0
397;Cylinders;4
349;Acceleration;12.6
183;Acceleration;14.0
33;Weight;4376.
187;Displacement;121.0
9;Horsepower;225.0
257;Cylinders;8
399;Origin;Japan
20;Weight;3086.
304;Displacement;121.0
322;Cylinders;4
149;Weight;2219.
169;Displacement;250.0
287;Horsepower;68.00
91;Weight;2164.
208;Weight;3574.
332;Acceleration;19.2
79;Model;72
63;Cylinders;4
332;Model;80
163;Weight;3158.
2;Origin;US
127;Displacement;114.0
253;Acceleration;14.4
397;Horsepower;92.00
276;Weight;2300.
14;Model;70
43;Model;71
271;Horsepower;165.0
41;Acceleration;13.0
284;Origin;Europe
24;Model;70
357;Acceleration;16.0
143;Horsepower;105.0
403;Horsepower;52.00
324;Model;80
224;Weight;2045.
101;Horsepower;150.0
405;Origin;US
238;Acceleration;11.4
406;Horsepower;82.00
348;Cylinders;4
398;Displacement;232.0
302;Horsepower;65.00
347;Origin;US
321;Origin;US
6;Model;70
317;Cylinders;4
34;Cylinders;8
20;Displacement;455.0
406;Cylinders;4
202;Cylinders;6
185;Origin;Europe
83;Displacement;318.0
191;Displacement;116.0
6;Weight;4341.
155;Origin;Europe
241;Model;77
89;Acceleration;17.0
269;Horsepower;120.0
154;Acceleration;14.5
313;Model;79
328;Weight;2434.
30;Horsepower;113.0
77;Acceleration;13.5
385;Horsepower;68.00
224;Displacement;98.00
333;Displacement;90.00
36;Weight;2130.
30;Weight;2234.
200;Weight;3353.
192;Weight;2572.
