67;Displacement;97.00
155;Displacement;90.00
159;Origin;Europe
46;Horsepower;165.0
28;Origin;Europe
73;Weight;4129.
94;Cylinders;8
232;Weight;4295.
189;Displacement;91.00
191;Weight;2220.
279;Cylinders;4
18;Weight;3353.
387;Cylinders;4
199;Cylinders;6
311;Horsepower;65.00
187;Weight;2945.
336;Model;80
252;Displacement;90.00
340;Displacement;89.00
55;Horsepower;100.0
177;Model;75
346;Model;81
88;Weight;2395.
139;Cylinders;4
41;Acceleration;13.0
363;Displacement;107.0
251;Horsepower;110.0
134;Horsepower;0
245;Acceleration;17.0
346;Cylinders;4
166;Cylinders;8
34;Acceleration;13.5
57;Model;71
166;Weight;4498.
162;Acceleration;21.0
318;Displacement;89.00
93;Cylinders;8
253;Displacement;98.00
322;Acceleration;18.1
306;Cylinders;8
136;Displacement;250.0
6;Cylinders;8
236;Model;77
99;Horsepower;150.0
65;Displacement;113.0
219;Weight;3820.
97;Origin;US
153;Cylinders;4
133;Displacement;198.0
193;Horsepower;79.00
190;Acceleration;15.5
272;Acceleration;11.2
303;Horsepower;80.00
37;Displacement;140.0
224;Horsepower;68.00
206;Origin;Japan
251;Weight;2720.
325;Displacement;97.00
278;Cylinders;4
290;Cylinders;4
47;Horsepower;175.0
99;Weight;4464.
176;Weight;2639.
198;Displacement;351.0
81;Origin;US
105;Horsepower;105.0
345;Horsepower;72.00
180;Cylinders;4
290;Origin;US
110;Origin;Europe
203;Acceleration;22.2
373;Cylinders;8
11;Acceleration;17.5
87;Cylinders;4
158;Weight;2391.
232;Origin;US
192;Cylinders;4
360;Acceleration;20.7
284;Cylinders;4
403;Horsepower;52.00
128;Displacement;121.0
19;Displacement;400.0
376;Origin;US
327;Weight;2542.
289;Acceleration;18.2
358;Cylinders;4
404;Weight;2295.
25;Model;70
197;Horsepower;120.0
167;Weight;4657.
298;Weight;4054.
239;Model;77
256;Acceleration;16.4
285;Weight;3410.
34;Cylinders;8
394;Acceleration;16.2
96;Origin;US
365;Displacement;119.0
217;Cylinders;4
370;Horsepower;116.0
220;Acceleration;12.1
135;Acceleration;16.0
397;Cylinders;4
405;Horsepower;79.00
351;Model;81
36;Model;71
233;Origin;US
79;Model;72
383;Acceleration;20.5
380;Displacement;135.0
