19;Origin;US
373;Horsepower;105.0
305;Cylinders;5
379;Displacement;112.0
314;Horsepower;115.0
342;Model;80
45;Model;71
64;Origin;US
166;Model;75
62;Displacement;72.00
398;Horsepower;112.0
364;Horsepower;75.00
204;Model;76
233;Acceleration;16.4
257;Horsepower;110.0
121;Displacement;155.0
310;Cylinders;4
389;Displacement;120.0
304;Origin;US
119;Model;73
220;Weight;4380.
260;Model;78
63;Cylinders;4
237;Displacement;400.0
343;Model;80
4;Weight;3433.
33;Acceleration;15.0
346;Displacement;135.0
276;Acceleration;14.7
396;Model;82
228;Model;77
76;Horsepower;155.0
143;Cylinders;6
196;Displacement;318.0
110;Displacement;97.00
155;Displacement;90.00
184;Model;75
