265;Model;78
132;Acceleration;11.0
396;Origin;US
151;Cylinders;4
3;Horsepower;150.0
117;Acceleration;19.5
401;Model;82
355;Acceleration;19.4
85;Cylinders;4
405;Horsepower;79.00
4;Acceleration;12.0
349;Origin;US
252;Horsepower;48.00
2;Model;70
376;Weight;2605.
233;Acceleration;16.4
221;Horsepower;145.0
239;Origin;US
57;Weight;2220.
312;Cylinders;4
403;Weight;2130.
297;Displacement;350.0
293;Weight;3840.
163;Model;75
207;Cylinders;6
95;Acceleration;13.0
381;Origin;US
403;Model;82
354;Horsepower;67.00
24;Displacement;200.0
374;Horsepower;88.00
129;Cylinders;8
307;Model;79
266;Weight;3380.
201;Origin;US
49;Weight;4096.
117;Origin;US
177;Horsepower;100.0
258;Origin;US
53;Origin;US
158;Horsepower;93.00
46;Cylinders;8
94;Model;73
55;Displacement;250.0
276;Horsepower;97.00
327;Acceleration;17.5
10;Weight;3850.
205;Cylinders;4
52;Displacement;400.0
196;Displacement;318.0
235;Origin;US
241;Weight;1940.
21;Horsepower;95.00
116;Acceleration;19.0
31;Acceleration;15.0
399;Acceleration;13.9
210;Displacement;258.0
277;Acceleration;14.5
387;Acceleration;14.7
8;Cylinders;8
9;Weight;4425.
241;Cylinders;4
45;Model;71
380;Cylinders;4
398;Horsepower;112.0
271;Origin;US
75;Acceleration;11.0
61;Horsepower;65.00
355;Weight;1975.
154;Cylinders;4
65;Origin;Japan
212;Horsepower;70.00
175;Cylinders;4
