558;phone;702/454-8073
827;class;715
406;type;french
803;city;atlanta
101;class;50
248;class;135
333;class;220
50;city;new york city
246;type;american
429;class;316
532;type;southern
301;phone;212/206-0059
788;class;676
191;class;95
7;phone;818/788-3536
256;phone;310/276-1886
190;class;94
338;city;new york
177;phone;404/261-3662
620;city;san francisco
710;phone;213-389-9060
90;city;new york city
312;class;199
469;phone;212/956-6888
841;phone;415-566-1770
831;phone;404-237-7601
573;class;460
408;city;new york
538;type;asian
384;phone;212/730-5848
548;phone;702/252-7777
361;type;american
179;phone;404/237-2700
778;type;chinese
334;type;italian
705;phone;310-859-8744
802;city;atlanta
571;phone;415/433-6300
847;phone;415-431-7210
690;city;la
306;phone;212/758-0323
842;city;san francisco
642;class;529
704;phone;310-596-9556
743;class;631
345;type;american
37;phone;818/990-0500
403;type;american
854;phone;415-550-9213
4;class;1
566;type;american
797;phone;770-422-8042
