377;type;american
284;type;american
484;class;371
714;type;afghan
372;type;italian
107;class;53
277;type;american
351;class;238
7;class;3
761;city;new york city
67;city;new york
471;city;new york
343;city;new york
576;phone;415/771-3500
81;class;40
831;city;atlanta
334;type;italian
546;class;433
269;type;italian
806;city;atlanta
573;class;460
666;class;554
675;city;long beach
701;type;diners
368;phone;212/608-7300
231;class;118
298;city;new york
710;phone;213-389-9060
840;type;thai
228;city;los angeles
17;type;californian
70;phone;212-754-9494
458;class;345
535;class;422
782;phone;702-369-6300
46;type;chinese
537;phone;702/739-4111
35;phone;213/628-3781
178;city;atlanta
660;type;eclectic
158;type;american (new)
644;type;mexican/latin american/spanish
339;class;226
674;city;culver city
674;type;delis
780;class;668
233;city;los angeles
613;city;san francisco
336;class;223
620;city;san francisco
401;phone;212/343-9599
364;type;italian
322;class;209
375;phone;212/249-3600
597;class;484
784;type;italian
849;phone;415-776-8226
752;phone;212-410-7335
677;type;seafood
292;city;new york
612;phone;415/931-1556
670;phone;310-917-6671
829;class;717
609;phone;415/929-1730
50;phone;212-307-7311
74;city;new york city
741;class;629
632;city;san francisco
703;city;pasadena
607;phone;415/861-6224
736;class;624
587;phone;415/771-6222
696;city;pasadena
197;city;san francisco
394;class;281
86;phone;212-484-5113
445;city;new york
772;class;660
265;type;cajun
477;phone;212/941-3900
424;type;american
489;phone;212/614-0620
839;city;san francisco
93;city;new york
21;type;asian
376;type;american
530;phone;404/873-7358
662;type;italian
108;phone;212-724-8585
194;class;96
246;phone;310/659-1952
846;type;mexican
498;phone;404/233-2333
734;phone;212-874-2780
758;phone;212-249-4615
784;city;las vegas
579;type;mexican/latin american/spanish
543;class;430
436;city;new york
328;type;middle eastern
541;class;428
862;class;750
240;phone;310/275-5200
204;class;101
508;city;atlanta
228;type;californian
227;phone;310/456-5733
110;class;54
625;city;san francisco
546;phone;702/731-7547
433;city;new york
853;type;cambodian
842;class;730
171;phone;404/231-1368
608;type;greek and middle eastern
533;phone;404/321-1118
443;city;new york
599;type;asian
607;city;san francisco
367;class;254
846;city;san francisco
202;class;100
578;phone;415/863-3516
345;city;new york
182;type;american (new)
2;city;los angeles
218;type;american (new)
810;class;698
445;phone;212/501-0776
651;class;539
64;city;new york city
3;class;1
488;city;new york
715;class;603
753;type;steakhouses
117;type;delicatessen
26;type;french bistro
205;phone;415/777-9779
111;type;or 212/632-5100 american
182;class;90
112;phone;212-632-5000
337;class;224
247;phone;213/734-2773
672;class;560
217;phone;415/563-4755
622;type;american
368;city;new york
667;type;coffee shops
208;phone;415-668-6654
664;type;middle eastern
584;phone;415/546-5011
154;city;atlanta
271;type;american
100;class;49
559;class;446
640;class;527
