554;type;steak houses
547;phone;702/731-5311
532;phone;770/458-7145
620;class;507
247;phone;213/734-2773
664;type;middle eastern
743;type;japanese
729;city;queens
521;class;408
850;city;san francisco
544;type;coffee shops/diners
162;class;80
148;class;73
850;phone;415-665-9500
28;phone;310-274-1893
165;type;international
60;type;delis
806;class;694
327;class;214
24;phone;310-652-9770
405;class;292
282;city;los angeles
859;city;san francisco
790;type;bbq
289;phone;212/473-8388
206;phone;415-777-9779
168;type;indian
76;phone;212-765-1737
524;city;atlanta
516;city;atlanta
192;type;american (new)
647;type;noodle shops
160;type;french (new)
90;phone;212-752-2225
320;class;207
532;type;southern
688;phone;310-306-7829
547;city;las vegas
412;class;299
738;class;626
859;phone;415-431-2526
220;class;109
642;type;greek and middle eastern
695;city;la
811;city;atlanta
345;city;new york
411;type;american
683;phone;213-483-8050
688;class;576
529;city;atlanta
268;phone;213/461-8800
676;phone;213-651-3361
403;city;new york
147;type;seafood
34;class;16
373;class;260
848;city;san francisco
704;type;hamburgers
412;phone;212/956-3976
242;phone;310/828-1585
660;phone;310-540-1222
790;class;678
404;class;291
78;class;38
621;phone;415/434-4100
101;phone;212/759-5941
131;class;65
272;phone;310/393-6545
458;phone;212/332-7610
470;class;357
203;type;french
228;phone;310/550-3900
313;type;french
741;city;new york city
827;class;715
761;type;thai
686;type;desserts
166;class;82
474;phone;212/496-1066
577;class;464
676;type;american
714;type;afghan
301;phone;212/206-0059
128;class;63
430;class;317
42;class;20
637;class;524
705;type;steakhouses
54;class;26
609;type;seafood
798;class;686
122;class;60
390;phone;212/794-4950
217;city;san francisco
358;type;coffee bar
498;city;atlanta
157;phone;404/262-3336
185;city;atlanta
580;class;467
371;type;asian
353;class;240
600;type;
741;type;thai
200;phone;415-775-7036
