854;phone;415-550-9213
401;city;new york
259;phone;213/667-0777
641;city;san francisco
724;class;612
448;phone;212/627-7172
680;city;century city
270;phone;310/277-7346
696;city;pasadena
14;type;californian
644;phone;415/346-0800
305;city;new york
719;type;italian
358;city;new york
434;phone;212/644-9258
347;phone;212/496-1588
222;type;french (new)
400;phone;212/254-4678
657;type;american
442;type;latin american
837;city;san francisco
242;phone;310/828-1585
291;city;new york
292;class;179
378;city;new york
64;type;french (new)
271;type;american
370;phone;212/477-8427
74;city;new york city
338;city;new york
675;type;southern/soul
491;phone;212/966-6722
347;class;234
601;type;italian
582;phone;415/362-0404
840;phone;415-826-4639
320;type;coffee bar
788;phone;404-724-0444
428;phone;212/233-0507
457;class;344
500;class;387
153;city;atlanta
666;city;la
809;type;indian
532;type;southern
520;class;407
133;class;66
238;city;los angeles
308;type;italian
583;phone;415/982-2000
843;class;731
675;city;long beach
131;type;american
314;class;201
375;phone;212/249-3600
73;type;american
186;type;french (new)
602;phone;415/546-5000
738;class;626
649;phone;310-788-2306
707;type;japanese
674;city;culver city
627;city;san francisco
64;class;31
502;phone;404/365-8100
586;city;san francisco
166;type;continental
507;class;394
111;phone;212/632-5000
803;type;eclectic
83;phone;212/489-1515
55;type;continental
302;phone;212/753-1870
554;city;las vegas
282;type;asian
717;phone;212-595-7000
690;type;noodle shops
622;city;san francisco
299;city;new york
759;type;polish
810;city;atlanta
712;class;600
754;type;bbq
451;city;new york
112;city;new york city
703;type;diners
799;phone;404-262-2675
147;phone;702/731-4036
101;city;new york
411;type;american
654;city;beverly hills
702;class;590
736;city;brooklyn
450;type;mexican
765;city;new york city
527;city;atlanta
721;type;indian
546;class;433
178;class;88
444;phone;212/935-2888
10;class;4
825;phone;404-874-1388
798;type;hamburgers
305;type;asian
69;phone;212/754-9494
114;type;american (new)
298;class;185
339;class;226
448;type;asian
332;city;new york
240;type;californian
716;phone;212-254-2054
652;type;californian
247;phone;213/734-2773
661;city;w. hollywood
127;class;63
742;phone;718-852-5555
787;phone;404-233-5993
6;phone;310-472-1211
850;phone;415-665-9500
545;phone;702/735-8686
656;phone;310-397-5703
199;class;99
741;city;new york city
28;phone;310-274-1893
548;class;435
248;phone;310/392-3901
321;phone;212/473-2642
179;type;ext 6108 international
102;city;new york city
113;city;brooklyn
661;phone;310-854-1111
397;type;middle eastern
844;type;hamburgers
99;type;french
723;phone;212-840-5000
425;class;312
173;type;southern
645;class;532
642;class;529
491;city;new york
496;class;383
499;type;mediterranean
338;class;225
857;type;vietnamese
684;class;572
348;type;asian
284;phone;310/823-5396
242;type;italian
137;type;southwestern
746;city;new york city
31;phone;310/550-8811
212;city;san francisco
40;class;19
468;type;coffee bar
